iteration,method,composition,particle_size_nm,metal_loading_wt_pct,facet,calcination_temp_C,defect_density,activity,best_so_far
2194,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,300.0,low,27.05,85.11
2195,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,300.0,medium,25.31,85.11
2196,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,300.0,high,24.01,85.11
2197,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,400.0,low,32.79,85.11
2198,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,400.0,medium,27.64,85.11
2199,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,400.0,high,27.81,85.11
2200,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,500.0,low,25.17,85.11
2201,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,500.0,medium,22.08,85.11
2202,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,500.0,high,23.77,85.11
2203,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,600.0,low,16.55,85.11
2204,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,600.0,medium,22.05,85.11
2205,grid_search,Cu2O-Pd,300.0,3.7750000000000004,100,600.0,high,17.24,85.11
2206,grid_search,Cu2O-Pd,300.0,5.0,111,200.0,low,24.75,85.11
2207,grid_search,Cu2O-Pd,300.0,5.0,111,200.0,medium,21.89,85.11
2208,grid_search,Cu2O-Pd,300.0,5.0,111,200.0,high,22.38,85.11
2209,grid_search,Cu2O-Pd,300.0,5.0,111,300.0,low,23.86,85.11
2210,grid_search,Cu2O-Pd,300.0,5.0,111,300.0,medium,29.39,85.11
2211,grid_search,Cu2O-Pd,300.0,5.0,111,300.0,high,25.8,85.11
2212,grid_search,Cu2O-Pd,300.0,5.0,111,400.0,low,27.44,85.11
2213,grid_search,Cu2O-Pd,300.0,5.0,111,400.0,medium,25.43,85.11
2214,grid_search,Cu2O-Pd,300.0,5.0,111,400.0,high,20.58,85.11
2215,grid_search,Cu2O-Pd,300.0,5.0,111,500.0,low,21.52,85.11
2216,grid_search,Cu2O-Pd,300.0,5.0,111,500.0,medium,25.98,85.11
2217,grid_search,Cu2O-Pd,300.0,5.0,111,500.0,high,28.72,85.11
2218,grid_search,Cu2O-Pd,300.0,5.0,111,600.0,low,22.73,85.11
2219,grid_search,Cu2O-Pd,300.0,5.0,111,600.0,medium,18.28,85.11
2220,grid_search,Cu2O-Pd,300.0,5.0,111,600.0,high,18.54,85.11
2221,grid_search,Cu2O-Pd,300.0,5.0,110,200.0,low,23.19,85.11
2222,grid_search,Cu2O-Pd,300.0,5.0,110,200.0,medium,20.07,85.11
2223,grid_search,Cu2O-Pd,300.0,5.0,110,200.0,high,22.39,85.11
2224,grid_search,Cu2O-Pd,300.0,5.0,110,300.0,low,21.22,85.11
2225,grid_search,Cu2O-Pd,300.0,5.0,110,300.0,medium,27.09,85.11
2226,grid_search,Cu2O-Pd,300.0,5.0,110,300.0,high,19.62,85.11
2227,grid_search,Cu2O-Pd,300.0,5.0,110,400.0,low,22.18,85.11
2228,grid_search,Cu2O-Pd,300.0,5.0,110,400.0,medium,24.68,85.11
2229,grid_search,Cu2O-Pd,300.0,5.0,110,400.0,high,18.07,85.11
2230,grid_search,Cu2O-Pd,300.0,5.0,110,500.0,low,18.88,85.11
2231,grid_search,Cu2O-Pd,300.0,5.0,110,500.0,medium,16.33,85.11
2232,grid_search,Cu2O-Pd,300.0,5.0,110,500.0,high,21.5,85.11
2233,grid_search,Cu2O-Pd,300.0,5.0,110,600.0,low,20.15,85.11
2234,grid_search,Cu2O-Pd,300.0,5.0,110,600.0,medium,18.77,85.11
2235,grid_search,Cu2O-Pd,300.0,5.0,110,600.0,high,13.53,85.11
2236,grid_search,Cu2O-Pd,300.0,5.0,100,200.0,low,17.23,85.11
2237,grid_search,Cu2O-Pd,300.0,5.0,100,200.0,medium,21.77,85.11
2238,grid_search,Cu2O-Pd,300.0,5.0,100,200.0,high,19.16,85.11
2239,grid_search,Cu2O-Pd,300.0,5.0,100,300.0,low,21.71,85.11
2240,grid_search,Cu2O-Pd,300.0,5.0,100,300.0,medium,18.92,85.11
2241,grid_search,Cu2O-Pd,300.0,5.0,100,300.0,high,23.98,85.11
2242,grid_search,Cu2O-Pd,300.0,5.0,100,400.0,low,22.46,85.11
2243,grid_search,Cu2O-Pd,300.0,5.0,100,400.0,medium,23.4,85.11
2244,grid_search,Cu2O-Pd,300.0,5.0,100,400.0,high,15.98,85.11
2245,grid_search,Cu2O-Pd,300.0,5.0,100,500.0,low,14.19,85.11
2246,grid_search,Cu2O-Pd,300.0,5.0,100,500.0,medium,11.39,85.11
2247,grid_search,Cu2O-Pd,300.0,5.0,100,500.0,high,11.34,85.11
2248,grid_search,Cu2O-Pd,300.0,5.0,100,600.0,low,15.97,85.11
2249,grid_search,Cu2O-Pd,300.0,5.0,100,600.0,medium,10.13,85.11
2250,grid_search,Cu2O-Pd,300.0,5.0,100,600.0,high,18.4,85.11
2251,grid_search,Cu2O-Au,20.0,0.1,111,200.0,low,24.07,85.11
2252,grid_search,Cu2O-Au,20.0,0.1,111,200.0,medium,22.91,85.11
2253,grid_search,Cu2O-Au,20.0,0.1,111,200.0,high,22.57,85.11
2254,grid_search,Cu2O-Au,20.0,0.1,111,300.0,low,24.81,85.11
2255,grid_search,Cu2O-Au,20.0,0.1,111,300.0,medium,22.77,85.11
2256,grid_search,Cu2O-Au,20.0,0.1,111,300.0,high,24.78,85.11
2257,grid_search,Cu2O-Au,20.0,0.1,111,400.0,low,23.53,85.11
2258,grid_search,Cu2O-Au,20.0,0.1,111,400.0,medium,25.04,85.11
2259,grid_search,Cu2O-Au,20.0,0.1,111,400.0,high,17.63,85.11
2260,grid_search,Cu2O-Au,20.0,0.1,111,500.0,low,18.84,85.11
2261,grid_search,Cu2O-Au,20.0,0.1,111,500.0,medium,26.41,85.11
2262,grid_search,Cu2O-Au,20.0,0.1,111,500.0,high,22.44,85.11
2263,grid_search,Cu2O-Au,20.0,0.1,111,600.0,low,9.84,85.11
2264,grid_search,Cu2O-Au,20.0,0.1,111,600.0,medium,20.19,85.11
2265,grid_search,Cu2O-Au,20.0,0.1,111,600.0,high,18.19,85.11
2266,grid_search,Cu2O-Au,20.0,0.1,110,200.0,low,17.8,85.11
2267,grid_search,Cu2O-Au,20.0,0.1,110,200.0,medium,21.37,85.11
2268,grid_search,Cu2O-Au,20.0,0.1,110,200.0,high,19.52,85.11
2269,grid_search,Cu2O-Au,20.0,0.1,110,300.0,low,19.34,85.11
2270,grid_search,Cu2O-Au,20.0,0.1,110,300.0,medium,24.2,85.11
2271,grid_search,Cu2O-Au,20.0,0.1,110,300.0,high,18.37,85.11
2272,grid_search,Cu2O-Au,20.0,0.1,110,400.0,low,20.87,85.11
2273,grid_search,Cu2O-Au,20.0,0.1,110,400.0,medium,25.32,85.11
2274,grid_search,Cu2O-Au,20.0,0.1,110,400.0,high,15.3,85.11
2275,grid_search,Cu2O-Au,20.0,0.1,110,500.0,low,22.8,85.11
2276,grid_search,Cu2O-Au,20.0,0.1,110,500.0,medium,20.45,85.11
2277,grid_search,Cu2O-Au,20.0,0.1,110,500.0,high,14.78,85.11
2278,grid_search,Cu2O-Au,20.0,0.1,110,600.0,low,14.85,85.11
2279,grid_search,Cu2O-Au,20.0,0.1,110,600.0,medium,13.57,85.11
2280,grid_search,Cu2O-Au,20.0,0.1,110,600.0,high,18.32,85.11
2281,grid_search,Cu2O-Au,20.0,0.1,100,200.0,low,16.47,85.11
2282,grid_search,Cu2O-Au,20.0,0.1,100,200.0,medium,13.92,85.11
2283,grid_search,Cu2O-Au,20.0,0.1,100,200.0,high,14.23,85.11
2284,grid_search,Cu2O-Au,20.0,0.1,100,300.0,low,15.84,85.11
2285,grid_search,Cu2O-Au,20.0,0.1,100,300.0,medium,22.12,85.11
2286,grid_search,Cu2O-Au,20.0,0.1,100,300.0,high,22.5,85.11
2287,grid_search,Cu2O-Au,20.0,0.1,100,400.0,low,18.16,85.11
2288,grid_search,Cu2O-Au,20.0,0.1,100,400.0,medium,25.38,85.11
2289,grid_search,Cu2O-Au,20.0,0.1,100,400.0,high,18.84,85.11
2290,grid_search,Cu2O-Au,20.0,0.1,100,500.0,low,19.42,85.11
2291,grid_search,Cu2O-Au,20.0,0.1,100,500.0,medium,18.98,85.11
2292,grid_search,Cu2O-Au,20.0,0.1,100,500.0,high,18.0,85.11
2293,grid_search,Cu2O-Au,20.0,0.1,100,600.0,low,15.25,85.11
2294,grid_search,Cu2O-Au,20.0,0.1,100,600.0,medium,18.22,85.11
2295,grid_search,Cu2O-Au,20.0,0.1,100,600.0,high,14.89,85.11
2296,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,200.0,low,31.13,85.11
2297,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,200.0,medium,32.26,85.11
2298,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,200.0,high,29.31,85.11
2299,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,300.0,low,36.89,85.11
2300,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,300.0,medium,35.95,85.11
2301,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,300.0,high,33.15,85.11
2302,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,400.0,low,39.58,85.11
2303,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,400.0,medium,43.18,85.11
2304,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,400.0,high,32.46,85.11
2305,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,500.0,low,31.29,85.11
2306,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,500.0,medium,35.08,85.11
2307,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,500.0,high,29.02,85.11
2308,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,600.0,low,31.5,85.11
2309,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,600.0,medium,29.71,85.11
2310,grid_search,Cu2O-Au,20.0,1.3250000000000002,111,600.0,high,25.16,85.11
2311,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,200.0,low,29.18,85.11
2312,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,200.0,medium,30.93,85.11
2313,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,200.0,high,20.68,85.11
2314,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,300.0,low,30.46,85.11
2315,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,300.0,medium,27.06,85.11
2316,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,300.0,high,29.3,85.11
2317,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,400.0,low,31.35,85.11
2318,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,400.0,medium,30.97,85.11
2319,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,400.0,high,30.95,85.11
2320,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,500.0,low,24.83,85.11
2321,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,500.0,medium,28.53,85.11
2322,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,500.0,high,30.66,85.11
2323,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,600.0,low,21.18,85.11
2324,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,600.0,medium,17.4,85.11
2325,grid_search,Cu2O-Au,20.0,1.3250000000000002,110,600.0,high,21.94,85.11
2326,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,200.0,low,23.37,85.11
2327,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,200.0,medium,24.58,85.11
2328,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,200.0,high,20.4,85.11
2329,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,300.0,low,23.55,85.11
2330,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,300.0,medium,30.15,85.11
2331,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,300.0,high,25.05,85.11
2332,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,400.0,low,25.42,85.11
2333,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,400.0,medium,28.94,85.11
2334,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,400.0,high,24.94,85.11
2335,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,500.0,low,22.1,85.11
2336,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,500.0,medium,31.14,85.11
2337,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,500.0,high,25.92,85.11
2338,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,600.0,low,19.22,85.11
2339,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,600.0,medium,19.99,85.11
2340,grid_search,Cu2O-Au,20.0,1.3250000000000002,100,600.0,high,16.29,85.11
2341,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,200.0,low,31.03,85.11
2342,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,200.0,medium,29.63,85.11
2343,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,200.0,high,33.33,85.11
2344,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,300.0,low,38.21,85.11
2345,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,300.0,medium,42.35,85.11
2346,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,300.0,high,34.0,85.11
2347,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,400.0,low,33.11,85.11
2348,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,400.0,medium,43.56,85.11
2349,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,400.0,high,36.69,85.11
2350,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,500.0,low,29.95,85.11
2351,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,500.0,medium,32.73,85.11
2352,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,500.0,high,32.1,85.11
2353,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,600.0,low,25.55,85.11
2354,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,600.0,medium,26.23,85.11
2355,grid_search,Cu2O-Au,20.0,2.5500000000000003,111,600.0,high,28.59,85.11
2356,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,200.0,low,26.78,85.11
2357,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,200.0,medium,28.8,85.11
2358,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,200.0,high,24.41,85.11
2359,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,300.0,low,33.32,85.11
2360,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,300.0,medium,36.94,85.11
2361,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,300.0,high,33.75,85.11
2362,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,400.0,low,29.28,85.11
2363,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,400.0,medium,31.9,85.11
2364,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,400.0,high,24.37,85.11
2365,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,500.0,low,22.6,85.11
2366,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,500.0,medium,33.24,85.11
2367,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,500.0,high,26.2,85.11
2368,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,600.0,low,21.02,85.11
2369,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,600.0,medium,26.21,85.11
2370,grid_search,Cu2O-Au,20.0,2.5500000000000003,110,600.0,high,20.38,85.11
2371,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,200.0,low,26.71,85.11
2372,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,200.0,medium,25.67,85.11
2373,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,200.0,high,25.43,85.11
2374,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,300.0,low,30.46,85.11
2375,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,300.0,medium,33.9,85.11
2376,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,300.0,high,23.82,85.11
2377,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,400.0,low,31.41,85.11
2378,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,400.0,medium,28.1,85.11
2379,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,400.0,high,31.15,85.11
2380,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,500.0,low,24.86,85.11
2381,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,500.0,medium,26.87,85.11
2382,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,500.0,high,22.44,85.11
2383,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,600.0,low,22.91,85.11
2384,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,600.0,medium,22.58,85.11
2385,grid_search,Cu2O-Au,20.0,2.5500000000000003,100,600.0,high,19.78,85.11
2386,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,200.0,low,23.5,85.11
2387,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,200.0,medium,24.12,85.11
2388,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,200.0,high,20.58,85.11
2389,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,300.0,low,30.63,85.11
2390,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,300.0,medium,30.37,85.11
2391,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,300.0,high,19.74,85.11
2392,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,400.0,low,27.09,85.11
2393,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,400.0,medium,24.42,85.11
2394,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,400.0,high,26.11,85.11
2395,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,500.0,low,26.81,85.11
2396,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,500.0,medium,22.87,85.11
2397,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,500.0,high,24.99,85.11
2398,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,600.0,low,15.76,85.11
2399,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,600.0,medium,28.34,85.11
2400,grid_search,Cu2O-Au,20.0,3.7750000000000004,111,600.0,high,16.67,85.11
2401,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,200.0,low,21.34,85.11
2402,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,200.0,medium,22.53,85.11
2403,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,200.0,high,18.91,85.11
2404,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,300.0,low,28.3,85.11
2405,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,300.0,medium,29.48,85.11
2406,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,300.0,high,25.2,85.11
2407,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,400.0,low,23.6,85.11
2408,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,400.0,medium,23.37,85.11
2409,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,400.0,high,21.43,85.11
2410,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,500.0,low,24.43,85.11
2411,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,500.0,medium,26.49,85.11
2412,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,500.0,high,15.77,85.11
2413,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,600.0,low,17.31,85.11
2414,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,600.0,medium,17.76,85.11
2415,grid_search,Cu2O-Au,20.0,3.7750000000000004,110,600.0,high,16.97,85.11
2416,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,200.0,low,13.73,85.11
2417,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,200.0,medium,18.24,85.11
2418,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,200.0,high,17.38,85.11
2419,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,300.0,low,17.54,85.11
2420,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,300.0,medium,20.0,85.11
2421,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,300.0,high,18.27,85.11
2422,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,400.0,low,21.12,85.11
2423,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,400.0,medium,23.34,85.11
2424,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,400.0,high,18.82,85.11
2425,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,500.0,low,8.16,85.11
2426,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,500.0,medium,16.23,85.11
2427,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,500.0,high,14.32,85.11
2428,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,600.0,low,13.1,85.11
2429,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,600.0,medium,14.19,85.11
2430,grid_search,Cu2O-Au,20.0,3.7750000000000004,100,600.0,high,12.35,85.11
2431,grid_search,Cu2O-Au,20.0,5.0,111,200.0,low,14.25,85.11
2432,grid_search,Cu2O-Au,20.0,5.0,111,200.0,medium,20.44,85.11
2433,grid_search,Cu2O-Au,20.0,5.0,111,200.0,high,14.72,85.11
2434,grid_search,Cu2O-Au,20.0,5.0,111,300.0,low,19.06,85.11
2435,grid_search,Cu2O-Au,20.0,5.0,111,300.0,medium,18.43,85.11
2436,grid_search,Cu2O-Au,20.0,5.0,111,300.0,high,21.48,85.11
2437,grid_search,Cu2O-Au,20.0,5.0,111,400.0,low,20.52,85.11
2438,grid_search,Cu2O-Au,20.0,5.0,111,400.0,medium,21.08,85.11
2439,grid_search,Cu2O-Au,20.0,5.0,111,400.0,high,19.96,85.11
2440,grid_search,Cu2O-Au,20.0,5.0,111,500.0,low,15.5,85.11
2441,grid_search,Cu2O-Au,20.0,5.0,111,500.0,medium,19.91,85.11
2442,grid_search,Cu2O-Au,20.0,5.0,111,500.0,high,17.07,85.11
2443,grid_search,Cu2O-Au,20.0,5.0,111,600.0,low,14.58,85.11
2444,grid_search,Cu2O-Au,20.0,5.0,111,600.0,medium,12.53,85.11
2445,grid_search,Cu2O-Au,20.0,5.0,111,600.0,high,16.14,85.11
2446,grid_search,Cu2O-Au,20.0,5.0,110,200.0,low,10.81,85.11
2447,grid_search,Cu2O-Au,20.0,5.0,110,200.0,medium,14.55,85.11
2448,grid_search,Cu2O-Au,20.0,5.0,110,200.0,high,11.85,85.11
2449,grid_search,Cu2O-Au,20.0,5.0,110,300.0,low,14.11,85.11
2450,grid_search,Cu2O-Au,20.0,5.0,110,300.0,medium,21.38,85.11
2451,grid_search,Cu2O-Au,20.0,5.0,110,300.0,high,14.95,85.11
2452,grid_search,Cu2O-Au,20.0,5.0,110,400.0,low,14.62,85.11
2453,grid_search,Cu2O-Au,20.0,5.0,110,400.0,medium,13.83,85.11
2454,grid_search,Cu2O-Au,20.0,5.0,110,400.0,high,16.06,85.11
2455,grid_search,Cu2O-Au,20.0,5.0,110,500.0,low,21.29,85.11
2456,grid_search,Cu2O-Au,20.0,5.0,110,500.0,medium,13.22,85.11
2457,grid_search,Cu2O-Au,20.0,5.0,110,500.0,high,17.61,85.11
2458,grid_search,Cu2O-Au,20.0,5.0,110,600.0,low,12.73,85.11
2459,grid_search,Cu2O-Au,20.0,5.0,110,600.0,medium,12.02,85.11
2460,grid_search,Cu2O-Au,20.0,5.0,110,600.0,high,8.18,85.11
2461,grid_search,Cu2O-Au,20.0,5.0,100,200.0,low,11.68,85.11
2462,grid_search,Cu2O-Au,20.0,5.0,100,200.0,medium,13.99,85.11
2463,grid_search,Cu2O-Au,20.0,5.0,100,200.0,high,11.6,85.11
2464,grid_search,Cu2O-Au,20.0,5.0,100,300.0,low,12.17,85.11
2465,grid_search,Cu2O-Au,20.0,5.0,100,300.0,medium,16.73,85.11
2466,grid_search,Cu2O-Au,20.0,5.0,100,300.0,high,12.55,85.11
2467,grid_search,Cu2O-Au,20.0,5.0,100,400.0,low,13.77,85.11
2468,grid_search,Cu2O-Au,20.0,5.0,100,400.0,medium,19.64,85.11
2469,grid_search,Cu2O-Au,20.0,5.0,100,400.0,high,19.81,85.11
2470,grid_search,Cu2O-Au,20.0,5.0,100,500.0,low,17.4,85.11
2471,grid_search,Cu2O-Au,20.0,5.0,100,500.0,medium,12.63,85.11
2472,grid_search,Cu2O-Au,20.0,5.0,100,500.0,high,8.55,85.11
2473,grid_search,Cu2O-Au,20.0,5.0,100,600.0,low,12.35,85.11
2474,grid_search,Cu2O-Au,20.0,5.0,100,600.0,medium,11.3,85.11
2475,grid_search,Cu2O-Au,20.0,5.0,100,600.0,high,10.55,85.11
2476,grid_search,Cu2O-Au,90.0,0.1,111,200.0,low,23.51,85.11
2477,grid_search,Cu2O-Au,90.0,0.1,111,200.0,medium,21.95,85.11
2478,grid_search,Cu2O-Au,90.0,0.1,111,200.0,high,19.3,85.11
2479,grid_search,Cu2O-Au,90.0,0.1,111,300.0,low,21.26,85.11
2480,grid_search,Cu2O-Au,90.0,0.1,111,300.0,medium,23.0,85.11
2481,grid_search,Cu2O-Au,90.0,0.1,111,300.0,high,22.25,85.11
2482,grid_search,Cu2O-Au,90.0,0.1,111,400.0,low,30.63,85.11
2483,grid_search,Cu2O-Au,90.0,0.1,111,400.0,medium,32.46,85.11
2484,grid_search,Cu2O-Au,90.0,0.1,111,400.0,high,20.59,85.11
2485,grid_search,Cu2O-Au,90.0,0.1,111,500.0,low,18.58,85.11
2486,grid_search,Cu2O-Au,90.0,0.1,111,500.0,medium,23.85,85.11
2487,grid_search,Cu2O-Au,90.0,0.1,111,500.0,high,17.47,85.11
2488,grid_search,Cu2O-Au,90.0,0.1,111,600.0,low,16.15,85.11
2489,grid_search,Cu2O-Au,90.0,0.1,111,600.0,medium,21.92,85.11
2490,grid_search,Cu2O-Au,90.0,0.1,111,600.0,high,18.84,85.11
2491,grid_search,Cu2O-Au,90.0,0.1,110,200.0,low,16.31,85.11
2492,grid_search,Cu2O-Au,90.0,0.1,110,200.0,medium,24.37,85.11
2493,grid_search,Cu2O-Au,90.0,0.1,110,200.0,high,15.85,85.11
2494,grid_search,Cu2O-Au,90.0,0.1,110,300.0,low,23.39,85.11
2495,grid_search,Cu2O-Au,90.0,0.1,110,300.0,medium,19.8,85.11
2496,grid_search,Cu2O-Au,90.0,0.1,110,300.0,high,22.11,85.11
2497,grid_search,Cu2O-Au,90.0,0.1,110,400.0,low,22.47,85.11
2498,grid_search,Cu2O-Au,90.0,0.1,110,400.0,medium,19.25,85.11
2499,grid_search,Cu2O-Au,90.0,0.1,110,400.0,high,18.09,85.11
2500,grid_search,Cu2O-Au,90.0,0.1,110,500.0,low,16.35,85.11
2501,grid_search,Cu2O-Au,90.0,0.1,110,500.0,medium,18.38,85.11
2502,grid_search,Cu2O-Au,90.0,0.1,110,500.0,high,17.68,85.11
2503,grid_search,Cu2O-Au,90.0,0.1,110,600.0,low,15.88,85.11
2504,grid_search,Cu2O-Au,90.0,0.1,110,600.0,medium,17.2,85.11
2505,grid_search,Cu2O-Au,90.0,0.1,110,600.0,high,10.83,85.11
2506,grid_search,Cu2O-Au,90.0,0.1,100,200.0,low,11.81,85.11
2507,grid_search,Cu2O-Au,90.0,0.1,100,200.0,medium,11.9,85.11
2508,grid_search,Cu2O-Au,90.0,0.1,100,200.0,high,9.52,85.11
2509,grid_search,Cu2O-Au,90.0,0.1,100,300.0,low,26.4,85.11
2510,grid_search,Cu2O-Au,90.0,0.1,100,300.0,medium,19.7,85.11
2511,grid_search,Cu2O-Au,90.0,0.1,100,300.0,high,16.92,85.11
